0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201;202;203;204;205;206;207;208;209;210;211;212;213;214;215;216;217;218;219;220;221;222;223;224;225;226;227;228;229;230;231;232;233;234;235;236;237;238;239;240;241;242;243;244;245;246;247;248;249;250
29.518;29.515;29.505;29.495;29.485;29.463;29.458;29.445;29.448;29.436;29.425;29.42;29.423;29.412;29.414;29.386;29.36;29.356;29.349;29.338;29.236;29.124;29.087;29.051;29.012;28.95;28.894;28.849;28.798;28.757;28.706;28.656;28.612;28.55;28.502;28.428;28.341;28.232;28.127;27.999;27.865;27.699;27.539;27.45;27.396;27.364;27.317;27.272;27.23;27.187;27.152;27.118;27.078;27.023;26.986;26.947;26.89;26.825;26.806;26.761;26.737;26.691;26.629;26.598;26.607;26.579;26.543;26.482;26.461;26.427;26.381;26.317;26.249;26.199;26.16;26.083;26.009;25.934;25.877;25.849;25.79;25.737;25.679;25.661;25.612;25.607;25.566;25.55;25.516;25.496;25.467;25.429;25.409;25.404;25.407;25.363;25.316;25.288;25.274;25.259;25.216;25.158;25.122;25.111;25.081;25.043;25.004;24.961;24.944;24.88;24.863;24.847;24.866;24.92;24.967;25.015;25.099;25.208;25.378;25.495;25.49;25.461;25.433;25.394;25.355;25.325;25.282;25.216;25.173;25.14;25.14;25.14;25.14;24.972;24.931;24.881;24.849;24.808;24.775;24.743;24.708;24.683;24.638;24.593;24.558;24.524;24.487;24.472;24.437;24.41;24.384;24.345;24.322;24.292;24.26;24.22;24.134;24.09;24.062;24.028;23.974;23.916;23.863;23.808;23.746;23.724;23.673;23.639;23.614;23.562;23.528;23.478;23.433;23.389;23.363;23.317;23.29;23.255;23.227;23.209;23.177;23.142;23.128;23.089;23.071;23.044;23.028;23.017;23.011;22.954;22.919;22.897;22.889;22.857;22.835;22.822;22.81;22.799;22.791;22.779;22.762;22.741;22.726;22.696;22.671;22.624;22.583;22.541;22.502;22.431;22.373;22.289;22.21;22.108;22.015;21.901;21.783;21.669;21.527;21.373;21.311;21.249;21.218;21.188;21.156;21.128;21.1;21.094;21.081;21.047;21.013;20.989;20.972;20.944;20.923;20.907;20.884;20.885;20.857;20.833;20.821;20.829;20.819;20.832;20.824;20.8;20.804;20.778;20.738;20.761;
29.559;29.526;29.513;29.499;29.488;29.476;29.463;29.468;29.472;29.475;29.455;29.401;29.368;29.386;29.358;29.26;29.191;29.171;29.155;29.131;29.108;29.093;29.065;29.045;29.006;28.976;28.933;28.892;28.855;28.816;28.78;28.732;28.694;28.644;28.585;28.528;28.448;28.385;28.282;28.163;28.034;27.866;27.679;27.528;27.434;27.388;27.358;27.304;27.247;27.217;27.182;27.125;27.076;27.04;27.015;26.993;26.927;26.896;26.869;26.839;26.839;26.827;26.813;26.767;26.603;26.523;26.446;26.393;26.357;26.326;26.271;26.215;26.149;26.116;26.064;26.006;25.953;25.894;25.83;25.774;25.736;25.658;25.603;25.584;25.585;25.576;25.528;25.523;25.514;25.519;25.519;25.476;25.492;25.501;25.515;25.522;25.523;25.465;25.296;25.208;25.157;25.098;25.062;25.047;25.037;24.992;24.946;24.941;24.935;24.93;24.9;24.907;24.957;25.017;25.098;25.181;25.301;25.439;25.538;25.564;25.517;25.462;25.415;25.369;25.321;25.278;25.232;25.185;25.148;25.109;25.109;25.109;24.982;24.951;24.918;24.896;24.856;24.814;24.794;24.761;24.749;24.704;24.684;24.642;24.624;24.605;24.554;24.524;24.499;24.487;24.442;24.343;24.315;24.268;24.226;24.176;24.145;24.121;24.083;24.035;23.998;23.947;23.901;23.85;23.801;23.763;23.724;23.673;23.646;23.595;23.549;23.518;23.469;23.436;23.387;23.35;23.314;23.303;23.27;23.246;23.184;23.142;23.125;23.104;23.066;23.021;23.002;22.968;22.938;22.92;22.914;22.879;22.873;22.855;22.836;22.831;22.805;22.796;22.793;22.775;22.755;22.736;22.716;22.694;22.656;22.633;22.593;22.564;22.502;22.44;22.381;22.301;22.188;22.065;21.942;21.798;21.64;21.499;21.389;21.294;21.259;21.26;21.243;21.25;21.237;21.232;21.213;21.142;21.059;21.03;20.99;20.959;20.947;20.929;20.897;20.881;20.887;20.879;20.878;20.872;20.867;20.856;20.836;20.838;20.82;20.802;20.77;20.784;20.777;20.783;
29.587;29.571;29.553;29.522;29.517;29.488;29.412;29.344;29.334;29.323;29.283;29.226;29.211;29.191;29.173;29.161;29.169;29.146;29.129;29.123;29.123;29.111;29.092;29.076;29.062;29.04;29.005;28.982;28.947;28.897;28.859;28.815;28.776;28.724;28.676;28.614;28.553;28.504;28.411;28.301;28.169;28.011;27.858;27.669;27.523;27.434;27.39;27.335;27.276;27.222;27.2;27.148;27.091;27.042;27.004;26.948;26.886;26.839;26.777;26.722;26.691;26.64;26.577;26.515;26.501;26.478;26.454;26.393;26.353;26.322;26.295;26.224;26.173;26.118;26.06;26.009;25.935;25.871;25.823;25.765;25.743;25.686;25.634;25.613;25.605;25.559;25.529;25.505;25.497;25.509;25.476;25.458;25.429;25.41;25.407;25.373;25.331;25.286;25.258;25.239;25.204;25.148;25.118;25.096;25.091;25.066;25.026;25.019;24.993;24.987;24.98;24.985;25.017;25.089;25.167;25.253;25.374;25.525;25.596;25.578;25.536;25.477;25.429;25.372;25.323;25.278;25.232;25.185;25.144;25.102;25.102;25.102;24.994;24.954;24.927;24.919;24.903;24.851;24.838;24.827;24.801;24.745;24.678;24.635;24.606;24.587;24.531;24.497;24.463;24.435;24.408;24.37;24.34;24.309;24.259;24.218;24.179;24.143;24.09;24.067;24.027;23.972;23.928;23.879;23.838;23.789;23.753;23.706;23.672;23.641;23.609;23.56;23.524;23.492;23.454;23.374;23.319;23.3;23.264;23.232;23.179;23.15;23.114;23.095;23.06;23.027;22.999;22.976;22.95;22.945;22.917;22.898;22.872;22.839;22.829;22.806;22.786;22.784;22.787;22.776;22.76;22.745;22.729;22.694;22.657;22.621;22.606;22.558;22.479;22.378;22.298;22.2;22.09;21.952;21.823;21.669;21.526;21.391;21.323;21.298;21.277;21.269;21.243;21.202;21.163;21.128;21.095;21.071;21.07;21.03;21.002;20.973;20.959;20.95;20.919;20.888;20.894;20.89;20.906;20.888;20.873;20.903;20.933;20.95;20.931;20.936;20.934;20.942;20.97;20.983;
29.577;29.5;29.43;29.383;29.338;29.313;29.251;29.23;29.198;29.174;29.166;29.157;29.138;29.122;29.124;29.125;29.125;29.116;29.124;29.143;29.134;29.14;29.14;29.128;29.123;29.11;29.087;29.067;29.031;28.995;28.959;28.931;28.883;28.83;28.769;28.699;28.625;28.535;28.44;28.353;28.22;28.081;27.926;27.76;27.622;27.468;27.399;27.343;27.293;27.245;27.179;27.096;27.034;26.972;26.934;26.89;26.841;26.769;26.716;26.689;26.658;26.598;26.542;26.488;26.456;26.425;26.413;26.355;26.327;26.286;26.252;26.187;26.132;26.087;26.058;26.006;25.933;25.876;25.834;25.805;25.755;25.699;25.667;25.624;25.599;25.566;25.519;25.504;25.476;25.482;25.464;25.442;25.416;25.403;25.409;25.378;25.343;25.319;25.289;25.269;25.231;25.197;25.166;25.15;25.144;25.107;25.078;25.062;25.062;25.064;25.073;25.073;25.13;25.197;25.271;25.363;25.48;25.587;25.601;25.563;25.507;25.462;25.409;25.357;25.304;25.273;25.221;25.172;25.134;25.108;25.108;25.108;24.981;24.95;24.926;24.92;24.875;24.807;24.764;24.748;24.718;24.683;24.644;24.613;24.589;24.562;24.525;24.508;24.48;24.446;24.411;24.39;24.347;24.311;24.28;24.224;24.191;24.137;24.11;24.079;24.035;23.99;23.95;23.907;23.862;23.814;23.774;23.741;23.7;23.673;23.623;23.536;23.488;23.454;23.402;23.353;23.319;23.29;23.251;23.222;23.196;23.163;23.141;23.101;23.086;23.052;23.015;22.996;22.956;22.937;22.919;22.905;22.876;22.873;22.853;22.836;22.843;22.835;22.831;22.781;22.739;22.711;22.691;22.659;22.593;22.552;22.507;22.467;22.419;22.342;22.278;22.178;22.083;21.945;21.78;21.612;21.438;21.281;21.249;21.22;21.201;21.191;21.179;21.157;21.155;21.122;21.091;21.06;21.068;21.05;21.02;20.985;20.974;20.968;20.939;20.927;20.897;20.916;20.924;20.923;20.917;20.917;20.93;20.919;20.9;20.881;20.864;20.83;20.859;20.862;
29.503;29.454;29.419;29.357;29.297;29.269;29.236;29.21;29.186;29.172;29.155;29.153;29.144;29.157;29.154;29.161;29.173;29.187;29.198;29.228;29.247;29.234;29.265;29.273;29.273;29.245;29.206;29.194;29.171;29.141;29.095;29.046;28.99;28.929;28.854;28.797;28.708;28.621;28.529;28.423;28.313;28.19;28.049;27.88;27.7;27.533;27.392;27.322;27.255;27.214;27.157;27.107;27.027;26.965;26.921;26.87;26.838;26.774;26.718;26.67;26.642;26.623;26.572;26.525;26.499;26.482;26.445;26.39;26.364;26.338;26.317;26.269;26.206;26.155;26.129;26.074;26.036;25.966;25.907;25.827;25.763;25.711;25.673;25.642;25.605;25.576;25.544;25.527;25.513;25.516;25.508;25.49;25.472;25.464;25.43;25.428;25.388;25.384;25.37;25.351;25.32;25.293;25.263;25.259;25.245;25.219;25.19;25.181;25.176;25.171;25.17;25.171;25.196;25.249;25.324;25.409;25.516;25.565;25.576;25.559;25.513;25.476;25.435;25.39;25.347;25.316;25.274;25.179;25.118;25.071;25.071;25.071;24.945;24.906;24.874;24.864;24.828;24.798;24.78;24.741;24.724;24.708;24.675;24.651;24.629;24.595;24.562;24.524;24.496;24.468;24.445;24.419;24.379;24.342;24.311;24.269;24.234;24.201;24.175;24.156;24.112;24.041;23.973;23.937;23.897;23.847;23.773;23.728;23.691;23.655;23.611;23.568;23.518;23.479;23.448;23.406;23.362;23.321;23.294;23.253;23.245;23.204;23.169;23.144;23.112;23.073;23.048;23.027;22.999;22.985;22.953;22.932;22.92;22.908;22.859;22.799;22.774;22.76;22.754;22.719;22.689;22.659;22.633;22.579;22.552;22.521;22.467;22.398;22.331;22.238;22.145;22.001;21.846;21.715;21.552;21.453;21.384;21.325;21.263;21.253;21.226;21.207;21.192;21.18;21.179;21.132;21.1;21.079;21.09;21.069;21.041;21.015;21.017;21.007;20.977;20.962;20.94;20.935;20.905;20.888;20.862;20.847;20.879;20.912;20.888;20.866;20.857;20.873;20.911;20.921;
29.497;29.457;29.409;29.353;29.319;29.273;29.241;29.218;29.197;29.181;29.169;29.175;29.175;29.198;29.212;29.241;29.236;29.259;29.271;29.302;29.314;29.284;29.298;29.31;29.323;29.307;29.312;29.297;29.291;29.253;29.211;29.175;29.129;29.063;28.994;28.911;28.84;28.745;28.65;28.539;28.433;28.312;28.176;28.026;27.846;27.662;27.471;27.336;27.262;27.212;27.174;27.144;27.066;27.005;26.968;26.903;26.86;26.784;26.716;26.687;26.675;26.641;26.596;26.553;26.542;26.529;26.486;26.446;26.402;26.37;26.327;26.291;26.221;26.159;26.13;26.08;26.027;25.947;25.908;25.861;25.823;25.772;25.718;25.691;25.664;25.639;25.624;25.6;25.585;25.57;25.566;25.562;25.533;25.532;25.536;25.529;25.509;25.485;25.492;25.492;25.478;25.441;25.442;25.407;25.372;25.327;25.301;25.288;25.271;25.274;25.27;25.276;25.305;25.366;25.434;25.502;25.567;25.589;25.588;25.579;25.545;25.51;25.425;25.343;25.273;25.234;25.19;25.133;25.091;25.044;24.999;24.981;24.931;24.915;24.894;24.863;24.829;24.823;24.796;24.775;24.746;24.727;24.699;24.66;24.642;24.61;24.583;24.552;24.526;24.502;24.477;24.437;24.398;24.365;24.337;24.292;24.228;24.157;24.113;24.075;24.034;23.991;23.948;23.911;23.875;23.827;23.783;23.745;23.716;23.67;23.644;23.604;23.552;23.506;23.469;23.414;23.395;23.36;23.328;23.3;23.278;23.254;23.221;23.19;23.159;23.114;23.081;23.058;23.04;23.005;22.948;22.903;22.883;22.849;22.824;22.788;22.762;22.761;22.726;22.712;22.685;22.665;22.622;22.585;22.535;22.491;22.433;22.36;22.29;22.172;22.043;21.881;21.724;21.582;21.471;21.377;21.335;21.316;21.287;21.277;21.25;21.214;21.193;21.187;21.176;21.134;21.108;21.101;21.093;21.059;21.038;21.007;20.987;20.965;20.936;20.91;20.897;20.902;20.894;20.882;20.86;20.855;20.903;20.947;20.979;20.977;20.989;21.052;21.132;21.189;
29.518;29.479;29.433;29.401;29.36;29.329;29.31;29.282;29.28;29.273;29.266;29.263;29.247;29.26;29.282;29.284;29.283;29.297;29.309;29.338;29.355;29.375;29.393;29.411;29.406;29.409;29.42;29.395;29.396;29.366;29.312;29.289;29.234;29.172;29.104;29.028;28.94;28.851;28.748;28.646;28.539;28.419;28.289;28.144;27.989;27.828;27.623;27.433;27.306;27.255;27.169;27.134;27.06;26.998;26.95;26.913;26.884;26.83;26.786;26.758;26.751;26.698;26.678;26.654;26.618;26.566;26.507;26.458;26.427;26.395;26.376;26.334;26.272;26.223;26.192;26.154;26.111;26.036;25.99;25.966;25.931;25.873;25.827;25.806;25.765;25.749;25.708;25.686;25.679;25.664;25.661;25.665;25.65;25.656;25.669;25.65;25.634;25.624;25.606;25.602;25.545;25.519;25.503;25.486;25.489;25.453;25.416;25.407;25.39;25.392;25.39;25.398;25.429;25.435;25.48;25.53;25.553;25.55;25.53;25.517;25.47;25.403;25.349;25.3;25.238;25.192;25.155;25.115;25.068;25.04;25.04;24.978;24.943;24.911;24.895;24.868;24.846;24.817;24.798;24.78;24.766;24.755;24.737;24.712;24.697;24.674;24.623;24.573;24.532;24.5;24.483;24.438;24.361;24.315;24.276;24.244;24.185;24.158;24.109;24.071;24.035;23.993;23.971;23.921;23.872;23.832;23.805;23.765;23.721;23.685;23.654;23.615;23.573;23.549;23.521;23.482;23.448;23.42;23.402;23.374;23.332;23.279;23.248;23.211;23.198;23.126;23.076;23.048;23.018;22.997;22.964;22.929;22.908;22.877;22.846;22.824;22.791;22.771;22.759;22.73;22.696;22.67;22.633;22.584;22.558;22.521;22.456;22.397;22.308;22.196;22.046;21.884;21.726;21.581;21.487;21.44;21.402;21.358;21.371;21.351;21.325;21.285;21.254;21.238;21.224;21.191;21.153;21.128;21.083;21.046;21.004;20.974;20.961;20.933;20.902;20.864;20.854;20.844;20.821;20.841;20.794;20.749;20.746;20.734;20.743;20.71;20.677;20.679;20.694;20.709;
29.596;29.555;29.517;29.476;29.457;29.435;29.384;29.338;29.327;29.321;29.31;29.309;29.312;29.316;29.326;29.344;29.363;29.38;29.396;29.409;29.425;29.438;29.438;29.455;29.461;29.466;29.457;29.455;29.455;29.426;29.412;29.381;29.333;29.294;29.226;29.142;29.071;28.99;28.892;28.785;28.671;28.547;28.436;28.304;28.154;27.985;27.792;27.6;27.414;27.288;27.192;27.152;27.1;27.029;26.982;26.941;26.88;26.843;26.795;26.756;26.725;26.691;26.649;26.609;26.58;26.567;26.559;26.521;26.486;26.461;26.442;26.417;26.362;26.321;26.292;26.248;26.202;26.154;26.124;26.077;26.039;25.98;25.957;25.921;25.895;25.866;25.835;25.798;25.781;25.767;25.754;25.717;25.7;25.689;25.692;25.695;25.667;25.644;25.655;25.667;25.655;25.64;25.633;25.613;25.606;25.583;25.565;25.552;25.546;25.54;25.53;25.535;25.55;25.554;25.572;25.597;25.536;25.526;25.511;25.477;25.436;25.382;25.326;25.276;25.222;25.167;25.124;25.089;25.054;25.012;24.989;24.966;24.931;24.915;24.896;24.88;24.858;24.843;24.817;24.81;24.815;24.79;24.727;24.668;24.638;24.62;24.582;24.533;24.493;24.463;24.434;24.388;24.346;24.304;24.257;24.213;24.179;24.127;24.083;24.06;24.023;23.989;23.939;23.898;23.864;23.83;23.782;23.761;23.75;23.713;23.687;23.63;23.591;23.573;23.556;23.509;23.436;23.396;23.368;23.333;23.301;23.273;23.24;23.208;23.166;23.132;23.1;23.073;23.04;23.018;22.983;22.958;22.923;22.901;22.859;22.839;22.81;22.782;22.771;22.748;22.724;22.695;22.685;22.656;22.594;22.538;22.491;22.444;22.372;22.198;22.049;21.874;21.706;21.594;21.54;21.502;21.451;21.415;21.389;21.371;21.336;21.3;21.273;21.244;21.175;21.139;21.091;21.057;21.048;21.025;20.985;20.962;20.944;20.905;20.874;20.837;20.811;20.813;20.811;20.807;20.786;20.767;20.79;20.817;20.843;20.849;20.847;20.848;20.897;20.907;
29.649;29.627;29.544;29.509;29.489;29.473;29.445;29.426;29.415;29.409;29.417;29.403;29.408;29.415;29.423;29.431;29.451;29.446;29.469;29.469;29.48;29.483;29.498;29.5;29.518;29.511;29.503;29.498;29.503;29.494;29.45;29.38;29.337;29.304;29.247;29.178;29.114;29.04;28.94;28.856;28.762;28.649;28.541;28.411;28.28;28.135;27.96;27.777;27.56;27.358;27.238;27.182;27.112;27.056;26.996;26.964;26.935;26.882;26.824;26.801;26.767;26.74;26.697;26.678;26.663;26.641;26.624;26.584;26.559;26.542;26.524;26.513;26.47;26.445;26.415;26.389;26.362;26.329;26.296;26.265;26.229;26.193;26.151;26.119;26.044;25.987;25.954;25.914;25.886;25.855;25.836;25.81;25.79;25.779;25.775;25.772;25.756;25.754;25.756;25.75;25.751;25.73;25.699;25.707;25.717;25.696;25.673;25.652;25.652;25.645;25.639;25.628;25.637;25.648;25.673;25.644;25.59;25.54;25.54;25.487;25.439;25.386;25.326;25.282;25.228;25.178;25.144;25.112;25.072;25.032;25.032;25.032;24.972;24.931;24.899;24.888;24.874;24.832;24.783;24.758;24.745;24.717;24.697;24.665;24.626;24.598;24.57;24.531;24.495;24.458;24.413;24.376;24.336;24.282;24.236;24.188;24.15;24.106;24.071;24.039;24.013;23.976;23.937;23.903;23.875;23.847;23.796;23.741;23.708;23.684;23.646;23.595;23.554;23.515;23.469;23.443;23.401;23.38;23.365;23.328;23.304;23.278;23.241;23.215;23.181;23.153;23.123;23.092;23.06;23.031;23.012;22.984;22.952;22.926;22.901;22.883;22.868;22.862;22.842;22.78;22.712;22.681;22.642;22.61;22.554;22.487;22.425;22.363;22.283;22.165;22.035;21.881;21.704;21.642;21.585;21.548;21.515;21.469;21.421;21.379;21.33;21.277;21.243;21.211;21.182;21.143;21.095;21.09;21.059;21.039;21.016;20.972;20.952;20.93;20.893;20.854;20.836;20.826;20.831;20.8;20.781;20.767;20.777;20.77;20.759;20.734;20.72;20.697;20.676;20.677;
29.603;29.593;29.565;29.55;29.535;29.526;29.503;29.499;29.482;29.482;29.47;29.448;29.462;29.457;29.443;29.446;29.445;29.461;29.458;29.463;29.463;29.464;29.458;29.464;29.462;29.466;29.421;29.396;29.375;29.359;29.327;29.29;29.269;29.214;29.174;29.132;29.067;29.017;28.954;28.872;28.788;28.705;28.594;28.489;28.363;28.228;28.056;27.866;27.671;27.442;27.245;27.162;27.099;27.051;27.013;26.987;26.967;26.922;26.882;26.847;26.773;26.756;26.709;26.685;26.678;26.654;26.655;26.627;26.598;26.597;26.59;26.566;26.544;26.524;26.492;26.468;26.425;26.396;26.351;26.335;26.302;26.253;26.214;26.18;26.134;26.086;26.043;25.988;25.95;25.922;25.898;25.859;25.841;25.827;25.812;25.798;25.785;25.769;25.773;25.792;25.781;25.769;25.742;25.762;25.753;25.731;25.719;25.698;25.668;25.68;25.677;25.665;25.671;25.667;25.655;25.6;25.56;25.517;25.483;25.44;25.381;25.347;25.298;25.267;25.218;25.198;25.166;25.112;25.046;25.009;24.993;24.964;24.923;24.87;24.839;24.806;24.795;24.773;24.757;24.73;24.71;24.685;24.648;24.614;24.594;24.558;24.537;24.489;24.46;24.411;24.374;24.327;24.296;24.244;24.198;24.164;24.126;24.089;24.067;24.04;24.02;23.953;23.861;23.818;23.786;23.751;23.701;23.648;23.624;23.591;23.568;23.537;23.505;23.469;23.435;23.4;23.375;23.355;23.331;23.3;23.28;23.251;23.228;23.194;23.166;23.14;23.117;23.077;23.075;23.052;23.018;22.988;22.966;22.943;22.902;22.865;22.822;22.786;22.772;22.731;22.689;22.652;22.619;22.573;22.515;22.471;22.412;22.349;22.261;22.181;22.052;21.898;21.728;21.618;21.57;21.533;21.483;21.438;21.397;21.343;21.299;21.261;21.212;21.182;21.152;21.134;21.099;21.084;21.051;21.029;20.992;20.962;20.936;20.903;20.88;20.845;20.805;20.781;20.751;20.733;20.69;20.658;20.621;20.627;20.612;20.579;20.54;20.512;20.507;20.519;
29.609;29.616;29.599;29.595;29.586;29.578;29.561;29.549;29.546;29.532;29.518;29.512;29.512;29.493;29.482;29.482;29.481;29.472;29.479;29.473;29.462;29.433;29.412;29.402;29.396;29.374;29.366;29.352;29.325;29.298;29.277;29.247;29.22;29.183;29.15;29.111;29.064;28.993;28.948;28.879;28.8;28.724;28.633;28.524;28.411;28.282;28.124;27.955;27.759;27.565;27.364;27.198;27.107;27.056;27.019;26.978;26.952;26.913;26.87;26.842;26.799;26.775;26.75;26.719;26.709;26.685;26.675;26.659;26.641;26.623;26.592;26.567;26.546;26.518;26.504;26.491;26.472;26.442;26.429;26.406;26.387;26.351;26.301;26.255;26.223;26.168;26.122;26.07;26.031;25.997;25.965;25.926;25.898;25.884;25.857;25.854;25.828;25.817;25.822;25.835;25.803;25.786;25.771;25.743;25.744;25.73;25.695;25.673;25.682;25.695;25.676;25.655;25.644;25.627;25.594;25.583;25.562;25.538;25.49;25.443;25.416;25.385;25.33;25.252;25.182;25.144;25.107;25.067;25.031;24.989;24.963;24.937;24.905;24.887;24.843;24.837;24.795;24.763;24.745;24.716;24.698;24.669;24.634;24.612;24.587;24.554;24.518;24.485;24.442;24.404;24.372;24.339;24.279;24.219;24.185;24.155;24.087;24.019;23.971;23.924;23.896;23.853;23.808;23.762;23.733;23.689;23.654;23.614;23.584;23.549;23.534;23.511;23.489;23.457;23.424;23.406;23.362;23.345;23.328;23.304;23.298;23.273;23.247;23.23;23.217;23.177;23.151;23.134;23.117;23.097;23.042;23.007;22.982;22.951;22.914;22.88;22.845;22.817;22.785;22.749;22.712;22.668;22.627;22.582;22.532;22.474;22.403;22.347;22.264;22.154;22.043;21.906;21.741;21.618;21.56;21.514;21.48;21.421;21.383;21.341;21.31;21.273;21.232;21.187;21.174;21.137;21.097;21.071;21.047;21.028;20.984;20.946;20.916;20.868;20.827;20.799;20.746;20.693;20.675;20.655;20.632;20.608;20.595;20.617;20.62;20.618;20.618;20.617;20.632;20.642;
29.599;29.598;29.604;29.612;29.605;29.615;29.606;29.61;29.614;29.604;29.604;29.578;29.553;29.543;29.529;29.505;29.493;29.462;29.449;29.438;29.419;29.386;29.362;29.35;29.315;29.309;29.288;29.265;29.245;29.211;29.192;29.174;29.14;29.118;29.081;29.055;29.02;28.953;28.934;28.88;28.824;28.744;28.667;28.594;28.49;28.347;28.189;28.024;27.831;27.649;27.472;27.271;27.155;27.083;27.042;27.008;26.974;26.939;26.892;26.847;26.83;26.808;26.758;26.718;26.703;26.679;26.633;26.587;26.561;26.541;26.553;26.534;26.519;26.497;26.5;26.493;26.512;26.481;26.46;26.449;26.426;26.399;26.363;26.315;26.28;26.234;26.186;26.137;26.077;26.052;26.023;25.99;25.942;25.914;25.891;25.86;25.829;25.785;25.768;25.761;25.754;25.714;25.686;25.691;25.7;25.698;25.674;25.648;25.682;25.679;25.633;25.612;25.607;25.581;25.564;25.552;25.536;25.495;25.452;25.382;25.342;25.299;25.252;25.216;25.181;25.134;25.093;25.067;25.032;25.005;24.969;24.942;24.909;24.868;24.847;24.814;24.775;24.759;24.721;24.7;24.675;24.647;24.612;24.591;24.561;24.531;24.496;24.433;24.385;24.362;24.323;24.293;24.2;24.152;24.1;24.051;24.005;23.967;23.916;23.88;23.854;23.804;23.776;23.73;23.688;23.659;23.617;23.596;23.571;23.536;23.528;23.5;23.469;23.445;23.425;23.395;23.386;23.365;23.353;23.343;23.325;23.284;23.243;23.228;23.214;23.185;23.134;23.106;23.087;23.08;23.055;23.031;22.999;22.969;22.928;22.902;22.864;22.828;22.796;22.755;22.718;22.675;22.632;22.573;22.502;22.444;22.381;22.3;22.22;22.135;21.994;21.831;21.683;21.601;21.569;21.521;21.475;21.427;21.385;21.352;21.314;21.279;21.236;21.211;21.193;21.134;21.105;21.089;21.027;20.978;20.942;20.878;20.845;20.816;20.781;20.733;20.682;20.672;20.639;20.611;20.583;20.554;20.538;20.517;20.494;20.486;20.446;20.425;20.437;20.438;
29.612;29.622;29.615;29.633;29.649;29.659;29.659;29.622;29.599;29.599;29.587;29.568;29.552;29.541;29.519;29.494;29.462;29.443;29.42;29.398;29.349;29.331;29.296;29.267;29.237;29.211;29.184;29.154;29.142;29.14;29.125;29.105;29.087;29.081;29.085;29.06;28.964;28.885;28.855;28.831;28.773;28.657;28.573;28.507;28.425;28.326;28.192;28.072;27.893;27.724;27.587;27.425;27.233;27.096;27.032;26.983;26.943;26.886;26.841;26.786;26.74;26.714;26.657;26.608;26.574;26.556;26.524;26.506;26.468;26.461;26.458;26.458;26.452;26.431;26.442;26.446;26.467;26.443;26.424;26.417;26.411;26.388;26.351;26.307;26.27;26.242;26.192;26.129;26.071;26.017;25.984;25.925;25.88;25.835;25.814;25.792;25.757;25.723;25.694;25.682;25.685;25.651;25.64;25.659;25.681;25.717;25.726;25.748;25.716;25.65;25.608;25.584;25.559;25.536;25.508;25.486;25.443;25.417;25.375;25.348;25.313;25.274;25.247;25.204;25.171;25.142;25.096;25.061;25.029;24.991;24.955;24.913;24.886;24.85;24.828;24.776;24.752;24.72;24.698;24.671;24.656;24.629;24.58;24.519;24.481;24.44;24.401;24.359;24.312;24.26;24.228;24.185;24.138;24.097;24.044;23.993;23.949;23.911;23.873;23.841;23.789;23.755;23.728;23.681;23.657;23.616;23.591;23.554;23.537;23.521;23.51;23.484;23.444;23.427;23.398;23.38;23.335;23.278;23.266;23.241;23.228;23.216;23.197;23.181;23.162;23.147;23.11;23.103;23.081;23.062;23.045;23.021;22.984;22.959;22.925;22.895;22.847;22.828;22.8;22.767;22.734;22.694;22.652;22.607;22.54;22.473;22.397;22.336;22.251;22.142;21.994;21.841;21.686;21.568;21.534;21.501;21.443;21.398;21.358;21.321;21.291;21.26;21.226;21.185;21.14;21.078;21.046;21.003;20.965;20.934;20.899;20.857;20.821;20.799;20.77;20.719;20.663;20.633;20.609;20.577;20.546;20.509;20.491;20.489;20.481;20.452;20.425;20.409;20.417;20.442;
